dataset_iri,dataset_id,title,provider,description,spatial,modified,page,periodicity,start,end,keywords_all
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Bilance_meziokresni_vyjizdky_do_zamestnani_podle_vysledku_scitani_2011,170242,Bilance meziokresní vyjížďky do zaměstnání podle výsledků sčítání 2011,Český statistický úřad,"Datová sada obsahuje statistické údaje o počtu vyjíždějících osob za jednotlivé okresy a Hlavní město Prahu, jejichž pracoviště bylo v rozhodný okamžik sčítání (26. 3. 2011) v jiné obci než byla obec obvyklého pobytu.  Jedná se tedy o vyjížďku mezi okresy České republiky, včetně vyjížďky do Hlavního města Prahy a do zahraničí.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107516/f4224f10-d886-776f-4913-99fff1d363e5/170242-17dds.htm,NEVER,15059.0,15059.0,"vyjížďka, vyjížďka do zaměstnání, Sčítání lidu domů a bytů"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2004,290038r05,"Cizinci podle státního občanství, věku a pohlaví - rok 2004",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,12418.0,12783.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2005,290038r06,"Cizinci podle státního občanství, věku a pohlaví - rok 2005",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,12784.0,13148.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2006,290038r07,"Cizinci podle státního občanství, věku a pohlaví - rok 2006",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,13149.0,13513.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2007,290038r08,"Cizinci podle státního občanství, věku a pohlaví - rok 2007",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,13514.0,13878.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2008,290038r09,"Cizinci podle státního občanství, věku a pohlaví - rok 2008",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,13879.0,14244.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2009,290038r10,"Cizinci podle státního občanství, věku a pohlaví - rok 2009",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,14245.0,14609.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2010,290038r11,"Cizinci podle státního občanství, věku a pohlaví - rok 2010",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,14610.0,14974.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2011,290038r12,"Cizinci podle státního občanství, věku a pohlaví - rok 2011",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,14975.0,15339.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2012,290038r13,"Cizinci podle státního občanství, věku a pohlaví - rok 2012",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,15340.0,15705.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2013,290038r14,"Cizinci podle státního občanství, věku a pohlaví - rok 2013",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,15706.0,16070.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2014,290038r15,"Cizinci podle státního občanství, věku a pohlaví - rok 2014",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,16071.0,16435.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2015,290038r16,"Cizinci podle státního občanství, věku a pohlaví - rok 2015",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,16436.0,16800.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2016,290038r17,"Cizinci podle státního občanství, věku a pohlaví - rok 2016",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,16801.0,17166.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2017,290038r18,"Cizinci podle státního občanství, věku a pohlaví - rok 2017",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,17167.0,17531.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2018,290038r19,"Cizinci podle státního občanství, věku a pohlaví - rok 2018",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,17532.0,17896.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2019,290038r20,"Cizinci podle státního občanství, věku a pohlaví - rok 2019",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,17897.0,18261.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2020,290038r21,"Cizinci podle státního občanství, věku a pohlaví - rok 2020",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,18262.0,18627.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2021,290038r22,"Cizinci podle státního občanství, věku a pohlaví - rok 2021",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,18628.0,18992.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2022,290038r23,"Cizinci podle státního občanství, věku a pohlaví - rok 2022",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,18993.0,19357.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Cizinci_podle_statniho_obcanstvi_veku_a_pohlavi_rok_2023,290038r24,"Cizinci podle státního občanství, věku a pohlaví - rok 2023",Český statistický úřad,"Datová sada obsahuje statistické údaje o počtech cizinců (bez azylantů, s pobytem přechodným, dlouhodobým, pobytem trvalým a dlouhodobým vízem) v České republice, a v členění podle pohlaví, pětiletých věkových skupin a státního občanství cizince. Údaje jsou k dispozici za okresy České republiky. Připraveny jsou rovněž úhrny za Českou republiku, všechna státní občanství, pohlaví i věkové skupiny.",https://linked.cuzk.cz/resource/ruian/ST/1,19913.0,https://csu.gov.cz/docs/107508/4711685d-93fa-8eea-ff51-f5c5097a34b5/290038-22dds.htm,R/P1Y,19358.0,19722.0,"Cizinec, státní občanství"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2000,db_krok_data_2000,Databáze KROK - data 2000,Český statistický úřad,Soubor s daty roku 2000,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2001,db_krok_data_2001,Databáze KROK - data 2001,Český statistický úřad,Soubor s daty roku 2001,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2002,db_krok_data_2002,Databáze KROK - data 2002,Český statistický úřad,Soubor s daty roku 2002,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2003,db_krok_data_2003,Databáze KROK - data 2003,Český statistický úřad,Soubor s daty roku 2003,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2004,db_krok_data_2004,Databáze KROK - data 2004,Český statistický úřad,Soubor s daty roku 2004,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2005,db_krok_data_2005,Databáze KROK - data 2005,Český statistický úřad,Soubor s daty roku 2005,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2006,db_krok_data_2006,Databáze KROK - data 2006,Český statistický úřad,Soubor s daty roku 2006,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2007,db_krok_data_2007,Databáze KROK - data 2007,Český statistický úřad,Soubor s daty roku 2007,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2008,db_krok_data_2008,Databáze KROK - data 2008,Český statistický úřad,Soubor s daty roku 2008,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2009,db_krok_data_2009,Databáze KROK - data 2009,Český statistický úřad,Soubor s daty roku 2009,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2010,db_krok_data_2010,Databáze KROK - data 2010,Český statistický úřad,Soubor s daty roku 2010,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2011,db_krok_data_2011,Databáze KROK - data 2011,Český statistický úřad,Soubor s daty roku 2011,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2012,db_krok_data_2012,Databáze KROK - data 2012,Český statistický úřad,Soubor s daty roku 2012,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2013,db_krok_data_2013,Databáze KROK - data 2013,Český statistický úřad,Soubor s daty roku 2013,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2014,db_krok_data_2014,Databáze KROK - data 2014,Český statistický úřad,Soubor s daty roku 2014,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2015,db_krok_data_2015,Databáze KROK - data 2015,Český statistický úřad,Soubor s daty roku 2015,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2016,db_krok_data_2016,Databáze KROK - data 2016,Český statistický úřad,Soubor s daty roku 2016,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2017,db_krok_data_2017,Databáze KROK - data 2017,Český statistický úřad,Soubor s daty roku 2017,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2018,db_krok_data_2018,Databáze KROK - data 2018,Český statistický úřad,Soubor s daty roku 2018,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2019,db_krok_data_2019,Databáze KROK - data 2019,Český statistický úřad,Soubor s daty roku 2019,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2020,db_krok_data_2020,Databáze KROK - data 2020,Český statistický úřad,Soubor s daty roku 2020,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_data_2021,db_krok_data_2021,Databáze KROK - data 2021,Český statistický úřad,Soubor s daty roku 2021,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_okruhy,db_krok_okruhy,Databáze KROK - číselník okruhů dat,Český statistický úřad,Seznam okruhů dat pro setřídění ukazatelů,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, okruhy"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_ukaz,db_krok_ukaz,Databáze KROK - číselník ukazatelů,Český statistický úřad,"Seznam ukazatelů s uvedením kódů, názvů, měřicích jednotek, zdrojů a metodických popisů",https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, ukazatele, metodika"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_krok_uzemi,db_krok_uzemi,Databáze KROK - číselník území,Český statistický úřad,Seznam území s uvedením typů území,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-krok-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze KROK, statistika, území"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_mos_data_2000,db_mos_data_2000,Databáze MOS - data 2000,Český statistický úřad,Soubor s daty roku 2000,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-mos-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze MOS, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_mos_data_2001,db_mos_data_2001,Databáze MOS - data 2001,Český statistický úřad,Soubor s daty roku 2001,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-mos-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze MOS, statistika, data"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=db_mos_data_2002,db_mos_data_2002,Databáze MOS - data 2002,Český statistický úřad,Soubor s daty roku 2002,https://linked.cuzk.cz/resource/ruian/ST/1,19417.0,https://www.czso.cz/csu/czso/databaze-mos-otevrena-data-dokumentace,NEVER,19417.0,2932783.0,"databáze MOS, statistika, data"
